ID,Name,Category,Price
8267,Item 8267,Garden,892.31
8268,Item 8268,Beauty,849.83
8269,Item 8269,Beauty,630.44
8270,Item 8270,Books,788.21
8271,Item 8271,Sports,941.06
8272,Item 8272,Sports,96.09
8273,Item 8273,Electronics,625.31
8274,Item 8274,Sports,164.89
8275,Item 8275,Home,417.66
8276,Item 8276,Clothing,571.59
8277,Item 8277,Toys,138.26
8278,Item 8278,Health,88.03
8279,Item 8279,Sports,985.13
8280,Item 8280,Sports,417.17
8281,Item 8281,Beauty,129.58
8282,Item 8282,Health,546.39
8283,Item 8283,Garden,350.07
8284,Item 8284,Sports,135.69
8285,Item 8285,Clothing,664.23
8286,Item 8286,Garden,589.82
8287,Item 8287,Garden,754.94
8288,Item 8288,Food,881.47
8289,Item 8289,Home,816.42
8290,Item 8290,Toys,599.44
8291,Item 8291,Books,476.15
8292,Item 8292,Sports,303.54
8293,Item 8293,Clothing,275.42
8294,Item 8294,Garden,224.85
8295,Item 8295,Books,974.43
8296,Item 8296,Books,121.03
8297,Item 8297,Beauty,660.81
8298,Item 8298,Sports,206.42
8299,Item 8299,Home,192.92
8300,Item 8300,Toys,127.67
8301,Item 8301,Beauty,701.8
8302,Item 8302,Books,174.39
8303,Item 8303,Toys,343.18
8304,Item 8304,Electronics,202.25
8305,Item 8305,Home,392.98
8306,Item 8306,Home,760.07
8307,Item 8307,Garden,350.58
8308,Item 8308,Toys,880.91
8309,Item 8309,Clothing,795.29
8310,Item 8310,Garden,999.3
8311,Item 8311,Food,277.86
8312,Item 8312,Health,724.66
8313,Item 8313,Garden,105.82
8314,Item 8314,Books,917.47
8315,Item 8315,Health,711.94
8316,Item 8316,Home,378.44
8317,Item 8317,Health,967.8
8318,Item 8318,Health,756.67
8319,Item 8319,Garden,418.31
8320,Item 8320,Health,635.72
8321,Item 8321,Home,225.35
8322,Item 8322,Electronics,860.52
8323,Item 8323,Electronics,262.73
8324,Item 8324,Clothing,519.83
8325,Item 8325,Clothing,646.85
8326,Item 8326,Books,398.52
8327,Item 8327,Garden,114.9
8328,Item 8328,Electronics,905.92
8329,Item 8329,Garden,700.83
8330,Item 8330,Health,653.68
8331,Item 8331,Clothing,515.96
8332,Item 8332,Garden,218.62
8333,Item 8333,Electronics,41.33
8334,Item 8334,Health,32.36
8335,Item 8335,Sports,662.18
8336,Item 8336,Garden,995.18
8337,Item 8337,Clothing,43.68
8338,Item 8338,Books,657.7
8339,Item 8339,Clothing,880.72
8340,Item 8340,Toys,398.81
8341,Item 8341,Clothing,817.92
8342,Item 8342,Food,226.71
8343,Item 8343,Beauty,825.12
8344,Item 8344,Health,172.45
8345,Item 8345,Toys,667.67
8346,Item 8346,Books,613.11
8347,Item 8347,Sports,884.61
8348,Item 8348,Electronics,469.43
8349,Item 8349,Books,841.9
8350,Item 8350,Health,694.65
8351,Item 8351,Electronics,62.54
8352,Item 8352,Beauty,775.82
8353,Item 8353,Home,335.42
8354,Item 8354,Books,54.06
8355,Item 8355,Home,51.79
8356,Item 8356,Sports,813.45
8357,Item 8357,Health,387.36
8358,Item 8358,Electronics,942.78
8359,Item 8359,Sports,379.26
8360,Item 8360,Health,571.04
8361,Item 8361,Home,686.89
8362,Item 8362,Clothing,146.56
8363,Item 8363,Toys,693.17
8364,Item 8364,Books,516.19
8365,Item 8365,Toys,909.3
8366,Item 8366,Health,506.45
8367,Item 8367,Health,992.02
8368,Item 8368,Health,89.34
8369,Item 8369,Electronics,83.23
8370,Item 8370,Electronics,74.94
8371,Item 8371,Books,13.8
8372,Item 8372,Health,444.59
8373,Item 8373,Toys,706.81
8374,Item 8374,Sports,146.03
8375,Item 8375,Clothing,496.85
8376,Item 8376,Home,518.19
8377,Item 8377,Beauty,76.44
8378,Item 8378,Electronics,234.56
8379,Item 8379,Beauty,209.27
8380,Item 8380,Electronics,532.58
8381,Item 8381,Clothing,323.73
8382,Item 8382,Beauty,58.51
8383,Item 8383,Books,78.63
8384,Item 8384,Health,287.95
8385,Item 8385,Electronics,716.07
8386,Item 8386,Garden,941.27
8387,Item 8387,Food,442.52
8388,Item 8388,Clothing,620.53
8389,Item 8389,Sports,169.85
8390,Item 8390,Sports,59.73
8391,Item 8391,Electronics,370.36
8392,Item 8392,Beauty,268.51
8393,Item 8393,Food,572.79
8394,Item 8394,Food,420.57
8395,Item 8395,Garden,232.68
8396,Item 8396,Food,885.95
8397,Item 8397,Home,624.98
8398,Item 8398,Books,940.17
8399,Item 8399,Clothing,426.4
8400,Item 8400,Beauty,464.51
8401,Item 8401,Sports,622.71
8402,Item 8402,Beauty,757.19
8403,Item 8403,Health,423.63
8404,Item 8404,Sports,960.85
8405,Item 8405,Books,89.9
8406,Item 8406,Toys,928.69
8407,Item 8407,Garden,624.87
8408,Item 8408,Garden,553.7
8409,Item 8409,Books,601.76
8410,Item 8410,Home,195.5
8411,Item 8411,Sports,16.25
8412,Item 8412,Home,21.77
8413,Item 8413,Sports,146.04
8414,Item 8414,Home,124.21
8415,Item 8415,Books,564.38
8416,Item 8416,Health,645.43
8417,Item 8417,Clothing,68.83
8418,Item 8418,Electronics,940.04
8419,Item 8419,Electronics,591.9
8420,Item 8420,Beauty,383.4
8421,Item 8421,Clothing,718.62
8422,Item 8422,Electronics,653.65
8423,Item 8423,Food,585.93
8424,Item 8424,Food,653.86
8425,Item 8425,Beauty,686.31
8426,Item 8426,Clothing,810.75
8427,Item 8427,Electronics,734.77
8428,Item 8428,Electronics,257.5
8429,Item 8429,Sports,209.09
8430,Item 8430,Food,415.15
8431,Item 8431,Food,527.73
8432,Item 8432,Sports,446.38
8433,Item 8433,Beauty,593.25
8434,Item 8434,Health,739.81
8435,Item 8435,Books,955.77
8436,Item 8436,Health,34.07
8437,Item 8437,Sports,84.44
8438,Item 8438,Books,595.1
8439,Item 8439,Clothing,334.9
8440,Item 8440,Beauty,559.75
8441,Item 8441,Garden,561.45
8442,Item 8442,Sports,297.41
8443,Item 8443,Beauty,689.37
8444,Item 8444,Electronics,502.39
8445,Item 8445,Sports,732.91
8446,Item 8446,Beauty,169.99
8447,Item 8447,Clothing,222.33
8448,Item 8448,Beauty,384.16
8449,Item 8449,Books,141.61
8450,Item 8450,Food,257.92
8451,Item 8451,Garden,899.53
8452,Item 8452,Toys,514.52
8453,Item 8453,Electronics,454.5
8454,Item 8454,Beauty,711.76
8455,Item 8455,Garden,359.87
8456,Item 8456,Electronics,531.21
8457,Item 8457,Garden,484.26
8458,Item 8458,Toys,444.31
8459,Item 8459,Clothing,699.47
8460,Item 8460,Garden,159.13
8461,Item 8461,Clothing,475.22
8462,Item 8462,Toys,44.88
8463,Item 8463,Food,100.5
8464,Item 8464,Health,150.93
8465,Item 8465,Electronics,278.58
8466,Item 8466,Beauty,668.28
8467,Item 8467,Toys,686.45
8468,Item 8468,Electronics,746.78
8469,Item 8469,Health,221.72
8470,Item 8470,Sports,330.17
8471,Item 8471,Electronics,367.66
8472,Item 8472,Clothing,540.11
8473,Item 8473,Home,489.82
8474,Item 8474,Clothing,681.51
8475,Item 8475,Food,655.43
8476,Item 8476,Sports,301.06
8477,Item 8477,Electronics,407.35
8478,Item 8478,Beauty,606.48
8479,Item 8479,Sports,834.16
8480,Item 8480,Clothing,418.28
8481,Item 8481,Beauty,215.51
8482,Item 8482,Books,493.34
8483,Item 8483,Food,562.71
8484,Item 8484,Health,627.55
8485,Item 8485,Beauty,254.11
8486,Item 8486,Electronics,498.95
8487,Item 8487,Beauty,402.89
8488,Item 8488,Books,313.17
8489,Item 8489,Books,294.94
8490,Item 8490,Health,429.67
8491,Item 8491,Health,96.99
8492,Item 8492,Beauty,363.22
8493,Item 8493,Toys,481.86
8494,Item 8494,Clothing,904.74
8495,Item 8495,Electronics,426.36
8496,Item 8496,Food,49.12
8497,Item 8497,Sports,934.47
8498,Item 8498,Books,212.26
8499,Item 8499,Beauty,422.27
8500,Item 8500,Sports,450.27
8501,Item 8501,Books,301.35
8502,Item 8502,Health,634.76
8503,Item 8503,Beauty,534.48
8504,Item 8504,Beauty,467.35
8505,Item 8505,Sports,246.87
8506,Item 8506,Garden,683.1
8507,Item 8507,Beauty,134.07
8508,Item 8508,Home,167.97
8509,Item 8509,Books,518.41
8510,Item 8510,Beauty,779.79
8511,Item 8511,Toys,390.66
8512,Item 8512,Home,669.2
8513,Item 8513,Garden,90.45
8514,Item 8514,Health,278.73
8515,Item 8515,Toys,206.57
8516,Item 8516,Home,516.57
8517,Item 8517,Home,920.44
8518,Item 8518,Electronics,616.85
8519,Item 8519,Health,115.51
8520,Item 8520,Toys,38.64
8521,Item 8521,Food,703.55
8522,Item 8522,Toys,958.21
8523,Item 8523,Books,149.87
8524,Item 8524,Sports,142.89
8525,Item 8525,Beauty,302.85
8526,Item 8526,Health,643.55
8527,Item 8527,Sports,831.88
8528,Item 8528,Home,77.07
8529,Item 8529,Clothing,73.82
8530,Item 8530,Books,87.94
8531,Item 8531,Clothing,47.61
8532,Item 8532,Food,969.41
8533,Item 8533,Home,993.12
8534,Item 8534,Clothing,666.57
8535,Item 8535,Books,823.54
8536,Item 8536,Clothing,206.26
8537,Item 8537,Electronics,114.45
8538,Item 8538,Health,677.85
8539,Item 8539,Home,246.95
8540,Item 8540,Home,612.13
8541,Item 8541,Garden,357.77
8542,Item 8542,Clothing,275.73
8543,Item 8543,Home,184.64
8544,Item 8544,Food,993.4
8545,Item 8545,Health,516.99
8546,Item 8546,Electronics,622.37
8547,Item 8547,Beauty,328.38
8548,Item 8548,Garden,184.53
8549,Item 8549,Home,154.05
8550,Item 8550,Toys,358.39
8551,Item 8551,Books,437.04
8552,Item 8552,Beauty,772.42
8553,Item 8553,Books,979.82
8554,Item 8554,Sports,460.92
8555,Item 8555,Garden,937.11
8556,Item 8556,Garden,458.5
8557,Item 8557,Clothing,649.53
8558,Item 8558,Toys,806.95
8559,Item 8559,Garden,43.95
8560,Item 8560,Electronics,915.13
8561,Item 8561,Toys,509.09
8562,Item 8562,Home,616.33
8563,Item 8563,Sports,128.31
8564,Item 8564,Clothing,267.96
8565,Item 8565,Beauty,110.73
8566,Item 8566,Home,699.87
8567,Item 8567,Beauty,532.51
8568,Item 8568,Toys,964.35
8569,Item 8569,Books,735.45
8570,Item 8570,Beauty,105.34
8571,Item 8571,Beauty,786.46
8572,Item 8572,Electronics,296.71
8573,Item 8573,Food,478.34
8574,Item 8574,Garden,118.95
8575,Item 8575,Clothing,23.54
8576,Item 8576,Food,685.13
8577,Item 8577,Home,871.1
8578,Item 8578,Home,635.25
8579,Item 8579,Health,199.71
8580,Item 8580,Clothing,160.0
8581,Item 8581,Electronics,815.55
8582,Item 8582,Clothing,613.82
8583,Item 8583,Books,51.88
8584,Item 8584,Garden,189.01
8585,Item 8585,Books,548.54
8586,Item 8586,Clothing,412.97
8587,Item 8587,Food,556.91
8588,Item 8588,Beauty,440.26
8589,Item 8589,Clothing,701.8
8590,Item 8590,Beauty,667.19
8591,Item 8591,Sports,241.24
8592,Item 8592,Home,25.12
8593,Item 8593,Health,216.39
8594,Item 8594,Clothing,317.98
8595,Item 8595,Electronics,762.02
8596,Item 8596,Beauty,611.12
8597,Item 8597,Beauty,254.45
8598,Item 8598,Toys,199.53
8599,Item 8599,Food,316.67
8600,Item 8600,Garden,584.67
8601,Item 8601,Beauty,777.91
8602,Item 8602,Food,523.84
8603,Item 8603,Food,961.96
8604,Item 8604,Books,859.3
8605,Item 8605,Health,624.18
8606,Item 8606,Food,102.0
8607,Item 8607,Food,31.67
8608,Item 8608,Toys,489.77
8609,Item 8609,Clothing,61.19
8610,Item 8610,Books,111.92
8611,Item 8611,Beauty,891.14
8612,Item 8612,Toys,107.02
8613,Item 8613,Food,660.48
8614,Item 8614,Home,907.52
8615,Item 8615,Health,552.43
8616,Item 8616,Food,321.99
8617,Item 8617,Clothing,421.52
8618,Item 8618,Clothing,477.36
8619,Item 8619,Books,963.39
8620,Item 8620,Sports,724.89
8621,Item 8621,Books,72.6
8622,Item 8622,Food,435.12
8623,Item 8623,Sports,480.38
8624,Item 8624,Electronics,508.19
8625,Item 8625,Health,473.34
8626,Item 8626,Books,569.75
8627,Item 8627,Home,957.33
8628,Item 8628,Toys,422.51
8629,Item 8629,Garden,575.58
8630,Item 8630,Clothing,996.44
8631,Item 8631,Books,825.76
8632,Item 8632,Garden,593.69
8633,Item 8633,Health,26.37
8634,Item 8634,Sports,628.18
8635,Item 8635,Food,281.58
8636,Item 8636,Garden,544.2
8637,Item 8637,Beauty,166.07
8638,Item 8638,Garden,404.0
8639,Item 8639,Books,55.06
8640,Item 8640,Electronics,645.31
8641,Item 8641,Electronics,783.64
8642,Item 8642,Health,146.06
8643,Item 8643,Clothing,516.53
8644,Item 8644,Food,913.44
8645,Item 8645,Home,805.56
8646,Item 8646,Toys,973.13
8647,Item 8647,Beauty,895.78
8648,Item 8648,Sports,361.37
8649,Item 8649,Health,655.19
8650,Item 8650,Books,160.44
8651,Item 8651,Beauty,263.78
8652,Item 8652,Clothing,991.08
8653,Item 8653,Clothing,435.4
8654,Item 8654,Toys,351.07
8655,Item 8655,Food,866.61
8656,Item 8656,Clothing,97.5
8657,Item 8657,Books,94.33
8658,Item 8658,Toys,900.66
8659,Item 8659,Clothing,321.09
8660,Item 8660,Electronics,431.62
8661,Item 8661,Toys,143.81
8662,Item 8662,Home,374.03
8663,Item 8663,Home,701.25
8664,Item 8664,Books,696.04
8665,Item 8665,Beauty,120.73
8666,Item 8666,Sports,876.43
8667,Item 8667,Food,59.08
8668,Item 8668,Clothing,732.03
8669,Item 8669,Electronics,62.92
8670,Item 8670,Home,231.68
8671,Item 8671,Sports,327.34
8672,Item 8672,Home,609.42
8673,Item 8673,Sports,897.48
8674,Item 8674,Food,983.23
8675,Item 8675,Beauty,491.02
8676,Item 8676,Garden,50.7
8677,Item 8677,Toys,666.48
8678,Item 8678,Food,596.62
8679,Item 8679,Books,756.81
8680,Item 8680,Sports,419.88
8681,Item 8681,Home,410.91
8682,Item 8682,Sports,353.88
8683,Item 8683,Books,743.79
8684,Item 8684,Books,636.53
8685,Item 8685,Health,63.8
8686,Item 8686,Clothing,942.63
8687,Item 8687,Electronics,851.67
8688,Item 8688,Health,659.27
8689,Item 8689,Books,56.55
8690,Item 8690,Food,988.99
8691,Item 8691,Health,38.65
8692,Item 8692,Electronics,980.76
8693,Item 8693,Garden,119.19
8694,Item 8694,Garden,617.39
8695,Item 8695,Books,605.09
8696,Item 8696,Food,315.1
8697,Item 8697,Home,143.98
8698,Item 8698,Sports,723.91
8699,Item 8699,Electronics,33.95
8700,Item 8700,Home,71.3
8701,Item 8701,Electronics,950.08
8702,Item 8702,Sports,29.31
8703,Item 8703,Beauty,568.63
8704,Item 8704,Electronics,148.52
8705,Item 8705,Home,643.02
8706,Item 8706,Food,22.42
8707,Item 8707,Home,889.02
8708,Item 8708,Electronics,279.67
8709,Item 8709,Electronics,295.86
8710,Item 8710,Health,738.05
8711,Item 8711,Beauty,328.84
8712,Item 8712,Electronics,355.57
8713,Item 8713,Toys,203.62
8714,Item 8714,Toys,254.41
8715,Item 8715,Home,755.68
8716,Item 8716,Clothing,255.24
8717,Item 8717,Clothing,383.43
8718,Item 8718,Sports,495.86
8719,Item 8719,Toys,110.33
8720,Item 8720,Beauty,589.52
8721,Item 8721,Electronics,816.4
8722,Item 8722,Home,678.34
8723,Item 8723,Books,501.05
8724,Item 8724,Health,885.29
8725,Item 8725,Food,466.71
8726,Item 8726,Garden,330.15
8727,Item 8727,Electronics,442.31
8728,Item 8728,Garden,183.58
8729,Item 8729,Beauty,118.1
8730,Item 8730,Sports,255.41
8731,Item 8731,Electronics,897.84
8732,Item 8732,Sports,898.86
8733,Item 8733,Toys,350.76
8734,Item 8734,Electronics,298.64
8735,Item 8735,Garden,240.1
8736,Item 8736,Toys,31.83
8737,Item 8737,Toys,372.03
8738,Item 8738,Books,227.96
8739,Item 8739,Beauty,481.45
8740,Item 8740,Home,478.23
8741,Item 8741,Sports,647.31
8742,Item 8742,Health,821.08
8743,Item 8743,Beauty,305.92
8744,Item 8744,Books,190.21
8745,Item 8745,Food,252.67
8746,Item 8746,Toys,810.5
8747,Item 8747,Toys,554.03
8748,Item 8748,Health,971.5
8749,Item 8749,Beauty,242.61
8750,Item 8750,Clothing,969.74
8751,Item 8751,Food,429.1
8752,Item 8752,Health,944.51
8753,Item 8753,Books,121.24
8754,Item 8754,Toys,592.5
8755,Item 8755,Books,23.97
8756,Item 8756,Beauty,140.4
8757,Item 8757,Health,800.85
8758,Item 8758,Clothing,683.45
8759,Item 8759,Books,326.37
8760,Item 8760,Books,864.49
8761,Item 8761,Garden,402.22
8762,Item 8762,Home,294.43
8763,Item 8763,Beauty,827.53
8764,Item 8764,Toys,432.52
8765,Item 8765,Food,670.79
8766,Item 8766,Clothing,772.28
8767,Item 8767,Garden,936.1
8768,Item 8768,Beauty,278.56
8769,Item 8769,Beauty,889.07
8770,Item 8770,Clothing,386.22
8771,Item 8771,Health,356.16
8772,Item 8772,Home,501.9
8773,Item 8773,Beauty,70.84
8774,Item 8774,Health,266.63
8775,Item 8775,Sports,860.6
8776,Item 8776,Books,869.5
8777,Item 8777,Books,226.85
8778,Item 8778,Clothing,93.08
8779,Item 8779,Beauty,57.98
8780,Item 8780,Clothing,855.76
8781,Item 8781,Books,459.61
8782,Item 8782,Health,523.93
8783,Item 8783,Garden,248.53
8784,Item 8784,Garden,13.45
8785,Item 8785,Health,788.76
8786,Item 8786,Food,746.95
8787,Item 8787,Clothing,654.6
8788,Item 8788,Garden,618.65
8789,Item 8789,Sports,871.86
8790,Item 8790,Health,204.07
8791,Item 8791,Food,462.34
8792,Item 8792,Health,583.76
8793,Item 8793,Garden,105.62
8794,Item 8794,Books,194.62
8795,Item 8795,Sports,995.25
8796,Item 8796,Health,192.39
8797,Item 8797,Electronics,653.19
8798,Item 8798,Toys,344.16
8799,Item 8799,Beauty,186.67
8800,Item 8800,Home,682.25
8801,Item 8801,Garden,785.2
8802,Item 8802,Clothing,864.21
8803,Item 8803,Electronics,970.59
8804,Item 8804,Food,829.38
8805,Item 8805,Electronics,557.42
8806,Item 8806,Beauty,95.72
8807,Item 8807,Food,525.9
8808,Item 8808,Books,936.8
8809,Item 8809,Sports,196.42
8810,Item 8810,Beauty,353.62
8811,Item 8811,Toys,644.88
8812,Item 8812,Clothing,485.19
8813,Item 8813,Sports,162.1
8814,Item 8814,Books,489.76
8815,Item 8815,Electronics,226.0
8816,Item 8816,Food,238.0
8817,Item 8817,Beauty,192.79
8818,Item 8818,Sports,90.04
8819,Item 8819,Toys,108.3
8820,Item 8820,Home,329.77
8821,Item 8821,Home,432.28
8822,Item 8822,Electronics,84.93
8823,Item 8823,Home,901.04
8824,Item 8824,Electronics,30.76
8825,Item 8825,Clothing,662.58
8826,Item 8826,Health,319.29
8827,Item 8827,Toys,734.49
8828,Item 8828,Books,226.09
8829,Item 8829,Toys,37.39
8830,Item 8830,Books,847.93
8831,Item 8831,Sports,785.97
8832,Item 8832,Clothing,803.19
8833,Item 8833,Clothing,968.53
8834,Item 8834,Sports,523.31
8835,Item 8835,Books,881.3
8836,Item 8836,Health,178.97
8837,Item 8837,Beauty,895.48
8838,Item 8838,Clothing,256.11
8839,Item 8839,Books,611.34
8840,Item 8840,Home,693.31
8841,Item 8841,Beauty,410.09
8842,Item 8842,Books,205.36
8843,Item 8843,Clothing,884.93
8844,Item 8844,Health,825.02
8845,Item 8845,Books,319.6
8846,Item 8846,Clothing,264.45
8847,Item 8847,Sports,598.54
8848,Item 8848,Toys,777.68
8849,Item 8849,Health,130.29
8850,Item 8850,Electronics,306.27
8851,Item 8851,Food,644.44
8852,Item 8852,Garden,878.9
8853,Item 8853,Beauty,316.33
8854,Item 8854,Toys,10.15
8855,Item 8855,Garden,188.78
8856,Item 8856,Clothing,412.77
8857,Item 8857,Sports,44.4
8858,Item 8858,Food,682.38
8859,Item 8859,Toys,23.88
8860,Item 8860,Clothing,486.73
8861,Item 8861,Health,616.73
8862,Item 8862,Books,11.32
8863,Item 8863,Beauty,420.42
8864,Item 8864,Sports,442.78
8865,Item 8865,Electronics,134.83
8866,Item 8866,Electronics,642.95
8867,Item 8867,Sports,907.79
8868,Item 8868,Food,831.96
8869,Item 8869,Health,145.38
8870,Item 8870,Clothing,35.37
8871,Item 8871,Home,972.37
8872,Item 8872,Books,583.97
8873,Item 8873,Sports,803.45
8874,Item 8874,Home,521.38
8875,Item 8875,Books,272.18
8876,Item 8876,Electronics,420.86
8877,Item 8877,Home,84.62
8878,Item 8878,Clothing,469.59
8879,Item 8879,Food,517.82
8880,Item 8880,Toys,198.37
8881,Item 8881,Food,238.01
8882,Item 8882,Clothing,479.8
8883,Item 8883,Garden,109.61
8884,Item 8884,Food,626.51
8885,Item 8885,Electronics,827.22
8886,Item 8886,Electronics,707.54
8887,Item 8887,Food,929.96
8888,Item 8888,Home,159.59
8889,Item 8889,Home,711.61
8890,Item 8890,Home,624.86
8891,Item 8891,Electronics,88.72
8892,Item 8892,Beauty,581.61
8893,Item 8893,Clothing,249.51
8894,Item 8894,Garden,366.98
8895,Item 8895,Sports,900.04
8896,Item 8896,Home,866.33
8897,Item 8897,Health,559.33
8898,Item 8898,Home,618.96
8899,Item 8899,Garden,670.47
8900,Item 8900,Health,225.48
8901,Item 8901,Electronics,70.56
8902,Item 8902,Food,850.15
8903,Item 8903,Sports,828.95
8904,Item 8904,Sports,75.49
8905,Item 8905,Sports,725.18
8906,Item 8906,Sports,75.75
8907,Item 8907,Toys,363.01
8908,Item 8908,Garden,791.67
8909,Item 8909,Health,232.8
8910,Item 8910,Electronics,595.56
8911,Item 8911,Garden,384.3
8912,Item 8912,Sports,813.29
8913,Item 8913,Sports,838.92
8914,Item 8914,Clothing,946.05
8915,Item 8915,Health,279.11
8916,Item 8916,Books,242.66
8917,Item 8917,Sports,492.49
8918,Item 8918,Toys,421.41
8919,Item 8919,Books,968.36
8920,Item 8920,Books,677.77
8921,Item 8921,Sports,522.57
8922,Item 8922,Garden,372.73
8923,Item 8923,Toys,321.26
8924,Item 8924,Books,544.22
8925,Item 8925,Health,321.54
8926,Item 8926,Garden,423.48
8927,Item 8927,Clothing,867.17
8928,Item 8928,Home,276.07
8929,Item 8929,Home,919.46
8930,Item 8930,Food,306.7
8931,Item 8931,Clothing,444.57
8932,Item 8932,Books,285.79
8933,Item 8933,Electronics,282.3
8934,Item 8934,Sports,497.39
8935,Item 8935,Home,47.75
8936,Item 8936,Food,120.68
8937,Item 8937,Garden,746.0
8938,Item 8938,Garden,824.85
8939,Item 8939,Food,423.78
8940,Item 8940,Food,717.33
8941,Item 8941,Food,32.47
8942,Item 8942,Books,195.0
8943,Item 8943,Toys,612.55
8944,Item 8944,Electronics,730.07
8945,Item 8945,Food,820.87
8946,Item 8946,Food,145.47
8947,Item 8947,Home,552.62
8948,Item 8948,Toys,366.85
8949,Item 8949,Sports,953.08
8950,Item 8950,Food,97.58
8951,Item 8951,Electronics,674.74
8952,Item 8952,Sports,359.27
8953,Item 8953,Electronics,610.84
8954,Item 8954,Garden,296.79
8955,Item 8955,Sports,970.05
8956,Item 8956,Garden,173.75
8957,Item 8957,Books,573.78
8958,Item 8958,Home,569.44
8959,Item 8959,Toys,730.52
8960,Item 8960,Home,754.13
8961,Item 8961,Garden,494.92
8962,Item 8962,Electronics,834.29
8963,Item 8963,Home,872.48
8964,Item 8964,Electronics,295.56
8965,Item 8965,Beauty,731.68
8966,Item 8966,Electronics,526.99
8967,Item 8967,Food,321.92
8968,Item 8968,Toys,335.49
8969,Item 8969,Sports,763.89
8970,Item 8970,Electronics,519.81
8971,Item 8971,Electronics,919.32
8972,Item 8972,Books,493.78
8973,Item 8973,Home,224.1
8974,Item 8974,Electronics,525.42
8975,Item 8975,Garden,213.92
8976,Item 8976,Health,162.6
8977,Item 8977,Food,871.54
8978,Item 8978,Books,158.6
8979,Item 8979,Beauty,893.4
8980,Item 8980,Health,523.59
8981,Item 8981,Clothing,214.05
8982,Item 8982,Books,776.17
8983,Item 8983,Books,212.4
8984,Item 8984,Home,565.55
8985,Item 8985,Health,962.85
8986,Item 8986,Toys,749.07
8987,Item 8987,Books,773.79
8988,Item 8988,Beauty,220.57
8989,Item 8989,Home,627.65
8990,Item 8990,Beauty,801.16
8991,Item 8991,Electronics,126.49
8992,Item 8992,Food,714.92
8993,Item 8993,Clothing,304.25
8994,Item 8994,Sports,656.19
8995,Item 8995,Toys,249.93
8996,Item 8996,Health,998.57
8997,Item 8997,Books,582.9
8998,Item 8998,Beauty,409.32
8999,Item 8999,Electronics,831.77
9000,Item 9000,Sports,596.75
9001,Item 9001,Clothing,115.4
9002,Item 9002,Toys,156.15
9003,Item 9003,Home,431.13
9004,Item 9004,Food,419.25
9005,Item 9005,Toys,226.85
9006,Item 9006,Beauty,377.07
9007,Item 9007,Beauty,770.87
9008,Item 9008,Clothing,822.98
9009,Item 9009,Health,112.19
9010,Item 9010,Food,280.87
9011,Item 9011,Garden,774.05
9012,Item 9012,Toys,787.61
9013,Item 9013,Home,951.83
9014,Item 9014,Clothing,947.18
9015,Item 9015,Books,707.5
9016,Item 9016,Beauty,355.69
9017,Item 9017,Electronics,984.17
9018,Item 9018,Food,646.58
9019,Item 9019,Sports,11.63
9020,Item 9020,Toys,843.36
9021,Item 9021,Home,549.95
9022,Item 9022,Health,83.35
9023,Item 9023,Electronics,74.59
9024,Item 9024,Beauty,494.73
9025,Item 9025,Books,969.28
9026,Item 9026,Sports,973.96
9027,Item 9027,Garden,70.7
9028,Item 9028,Clothing,278.18
9029,Item 9029,Electronics,859.79
9030,Item 9030,Electronics,218.51
9031,Item 9031,Beauty,243.3
9032,Item 9032,Beauty,34.42
9033,Item 9033,Electronics,204.07
9034,Item 9034,Beauty,139.76
9035,Item 9035,Garden,786.3
9036,Item 9036,Electronics,647.2
9037,Item 9037,Garden,445.08
9038,Item 9038,Beauty,744.04
9039,Item 9039,Toys,788.35
9040,Item 9040,Toys,998.65
9041,Item 9041,Health,791.27
9042,Item 9042,Toys,367.41
9043,Item 9043,Home,755.71
9044,Item 9044,Electronics,728.94
9045,Item 9045,Books,119.77
9046,Item 9046,Garden,764.38
9047,Item 9047,Garden,319.03
9048,Item 9048,Electronics,909.04
9049,Item 9049,Beauty,55.8
9050,Item 9050,Beauty,603.43
9051,Item 9051,Beauty,81.1
9052,Item 9052,Sports,990.46
9053,Item 9053,Toys,621.94
9054,Item 9054,Clothing,891.24
9055,Item 9055,Garden,208.21
9056,Item 9056,Toys,429.38
9057,Item 9057,Garden,396.17
9058,Item 9058,Electronics,291.55
9059,Item 9059,Clothing,906.87
9060,Item 9060,Home,132.79
9061,Item 9061,Food,562.76
9062,Item 9062,Electronics,866.04
9063,Item 9063,Food,603.3
9064,Item 9064,Health,794.43
9065,Item 9065,Beauty,963.78
9066,Item 9066,Beauty,601.57
9067,Item 9067,Health,603.87
9068,Item 9068,Books,481.99
9069,Item 9069,Toys,904.28
9070,Item 9070,Books,372.69
9071,Item 9071,Toys,994.11
9072,Item 9072,Electronics,155.0
9073,Item 9073,Health,360.88
9074,Item 9074,Health,353.98
9075,Item 9075,Home,170.65
9076,Item 9076,Clothing,122.52
9077,Item 9077,Food,797.18
9078,Item 9078,Toys,987.71
9079,Item 9079,Food,301.05
9080,Item 9080,Electronics,171.06
9081,Item 9081,Home,621.26
9082,Item 9082,Health,83.87
9083,Item 9083,Health,16.54
9084,Item 9084,Clothing,645.98
9085,Item 9085,Food,646.81
9086,Item 9086,Sports,922.1
9087,Item 9087,Books,16.13
9088,Item 9088,Garden,524.59
9089,Item 9089,Electronics,826.87
9090,Item 9090,Garden,875.16
9091,Item 9091,Electronics,71.33
9092,Item 9092,Books,274.27
